# filename mjd_start mjd_end
FRB20201124A_4_tracking-M01_0041.fits 59347.30151379804444444444 59347.30181205966222222222
FRB20201124A_4_tracking-M01_0042.fits 59347.30181205966222222222 59347.30211032128000000000
FRB20201124A_4_tracking-M01_0043.fits 59347.30211032128000000000 59347.30240858289777777777
FRB20201124A_4_tracking-M01_0044.fits 59347.30240858289777777777 59347.30270684451555555555
FRB20201124A_4_tracking-M01_0045.fits 59347.30270684451555555555 59347.30300510613333333333
FRB20201124A_4_tracking-M01_0046.fits 59347.30300510613333333333 59347.30330336775111111111
FRB20201124A_4_tracking-M01_0047.fits 59347.30330336775111111111 59347.30360162936888888888
FRB20201124A_4_tracking-M01_0048.fits 59347.30360162936888888888 59347.30389989098666666666
FRB20201124A_4_tracking-M01_0049.fits 59347.30389989098666666666 59347.30419815260444444444
FRB20201124A_4_tracking-M01_0050.fits 59347.30419815260444444444 59347.30449641422222222222
FRB20201124A_4_tracking-M01_0051.fits 59347.30449641422222222222 59347.30479467584000000000
FRB20201124A_4_tracking-M01_0052.fits 59347.30479467584000000000 59347.30509293745777777777
FRB20201124A_4_tracking-M01_0053.fits 59347.30509293745777777777 59347.30539119907555555555
FRB20201124A_4_tracking-M01_0054.fits 59347.30539119907555555555 59347.30568946069333333333
FRB20201124A_4_tracking-M01_0055.fits 59347.30568946069333333333 59347.30598772231111111111
FRB20201124A_4_tracking-M01_0056.fits 59347.30598772231111111111 59347.30628598392888888888
FRB20201124A_4_tracking-M01_0057.fits 59347.30628598392888888888 59347.30658424554666666666
FRB20201124A_4_tracking-M01_0058.fits 59347.30658424554666666666 59347.30688250716444444444
FRB20201124A_4_tracking-M01_0059.fits 59347.30688250716444444444 59347.30718076878222222222
FRB20201124A_4_tracking-M01_0060.fits 59347.30718076878222222222 59347.30747903040000000000
FRB20201124A_4_tracking-M01_0061.fits 59347.30747903040000000000 59347.30777729201777777777
FRB20201124A_4_tracking-M01_0062.fits 59347.30777729201777777777 59347.30807555363555555555
FRB20201124A_4_tracking-M01_0063.fits 59347.30807555363555555555 59347.30837381525333333333
FRB20201124A_4_tracking-M01_0064.fits 59347.30837381525333333333 59347.30867207687111111111
FRB20201124A_4_tracking-M01_0065.fits 59347.30867207687111111111 59347.30897033848888888888
FRB20201124A_4_tracking-M01_0066.fits 59347.30897033848888888888 59347.30926860010666666666
FRB20201124A_4_tracking-M01_0067.fits 59347.30926860010666666666 59347.30956686172444444444
FRB20201124A_4_tracking-M01_0068.fits 59347.30956686172444444444 59347.30986512334222222222
FRB20201124A_4_tracking-M01_0069.fits 59347.30986512334222222222 59347.31016338496000000000
FRB20201124A_4_tracking-M01_0070.fits 59347.31016338496000000000 59347.31042669404444444444

