# filename mjd_start mjd_end
FRB20201124A_tracking-M01_0079.fits 59311.33287628673185185185 59311.33295085213629629629
FRB20201124A_tracking-M01_0080.fits 59311.33295085213629629629 59311.33302541754074074074
FRB20201124A_tracking-M01_0081.fits 59311.33302541754074074074 59311.33309998294518518518
FRB20201124A_tracking-M01_0082.fits 59311.33309998294518518518 59311.33317454834962962962
FRB20201124A_tracking-M01_0083.fits 59311.33317454834962962962 59311.33324911375407407407
FRB20201124A_tracking-M01_0084.fits 59311.33324911375407407407 59311.33332367915851851851
FRB20201124A_tracking-M01_0085.fits 59311.33332367915851851851 59311.33339824456296296296
FRB20201124A_tracking-M01_0086.fits 59311.33339824456296296296 59311.33347280996740740740
FRB20201124A_tracking-M01_0087.fits 59311.33347280996740740740 59311.33354737537185185185
FRB20201124A_tracking-M01_0088.fits 59311.33354737537185185185 59311.33362194077629629629
FRB20201124A_tracking-M01_0089.fits 59311.33362194077629629629 59311.33369650618074074074
FRB20201124A_tracking-M01_0090.fits 59311.33369650618074074074 59311.33377107158518518518
FRB20201124A_tracking-M01_0091.fits 59311.33377107158518518518 59311.33384563698962962962
FRB20201124A_tracking-M01_0092.fits 59311.33384563698962962962 59311.33392020239407407407
FRB20201124A_tracking-M01_0093.fits 59311.33392020239407407407 59311.33399476779851851851
FRB20201124A_tracking-M01_0094.fits 59311.33399476779851851851 59311.33406933320296296296
FRB20201124A_tracking-M01_0095.fits 59311.33406933320296296296 59311.33414389860740740740
FRB20201124A_tracking-M01_0096.fits 59311.33414389860740740740 59311.33421846401185185185
FRB20201124A_tracking-M01_0097.fits 59311.33421846401185185185 59311.33429302941629629629
FRB20201124A_tracking-M01_0098.fits 59311.33429302941629629629 59311.33436759482074074074
FRB20201124A_tracking-M01_0099.fits 59311.33436759482074074074 59311.33444216022518518518
FRB20201124A_tracking-M01_0100.fits 59311.33444216022518518518 59311.33451672562962962962
FRB20201124A_tracking-M01_0101.fits 59311.33451672562962962962 59311.33459129103407407407
FRB20201124A_tracking-M01_0102.fits 59311.33459129103407407407 59311.33466585643851851851
FRB20201124A_tracking-M01_0103.fits 59311.33466585643851851851 59311.33474042184296296296
FRB20201124A_tracking-M01_0104.fits 59311.33474042184296296296 59311.33481498724740740740
FRB20201124A_tracking-M01_0105.fits 59311.33481498724740740740 59311.33488955265185185185
FRB20201124A_tracking-M01_0106.fits 59311.33488955265185185185 59311.33496411805629629629
FRB20201124A_tracking-M01_0107.fits 59311.33496411805629629629 59311.33503868346074074074
FRB20201124A_tracking-M01_0108.fits 59311.33503868346074074074 59311.33511324886518518518
FRB20201124A_tracking-M01_0109.fits 59311.33511324886518518518 59311.33518781426962962962
